docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S175058361300203X-1240	1	Quantity	482	503	T1	approximately 6.2 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	1	Quantity	508	513	T2	34 °C	"{""unit"": ""\u00b0C""}"
S175058361300203X-1240	1	MeasuredEntity	427	435	T3	pressure	"{""HasQuantity"": ""T1""}"
S175058361300203X-1240	1	MeasuredEntity	440	451	T4	temperature	"{""HasQuantity"": ""T2""}"
S175058361300203X-1240	2	Quantity	696	718	T5	approximately 7.73 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	2	Quantity	723	728	T6	38 °C	"{""unit"": ""\u00b0C""}"
S175058361300203X-1240	2	MeasuredEntity	653	661	T7	pressure	"{""HasQuantity"": ""T5""}"
S175058361300203X-1240	2	MeasuredEntity	666	677	T8	temperature	"{""HasQuantity"": ""T6""}"
S175058361300203X-1240	3	Quantity	1098	1114	T7	around 260 kg/m3	"{""unit"": ""kg/m3"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	3	Quantity	1177	1191	T8	near 320 kg/m3	"{""unit"": ""kg/m3"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	3	MeasuredEntity	1082	1093	T9	CO2 density	"{""HasQuantity"": ""T7""}"
S175058361300203X-1240	3	MeasuredEntity	1082	1093	T10	CO2 density	"{""HasQuantity"": ""T8""}"
S175058361300203X-1240	4	Quantity	508	513	T9	34 °C	"{""unit"": ""\u00b0C""}"
