docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003995-1237	1	Quantity	237	252	T1	2.23 × 1019 m−2	"{""unit"": ""m\u22122"", ""mods"": []}"
S0019103512003995-1237	1	MeasuredEntity	207	233	T2	ground state C+ in the ISM	"{""HasQuantity"": ""T1""}"
S0019103512003995-1237	1	MeasuredProperty	189	203	T3	column density	"{""HasQuantity"": ""T1""}"
S0019103512003995-1237	2	Quantity	312	323	T4	−6.6 km s−1	"{""unit"": ""km s\u22121"", ""mods"": []}"
S0019103512003995-1237	2	MeasuredEntity	230	233	T5	ISM	"{""HasQuantity"": ""T4""}"
S0019103512003995-1237	2	MeasuredProperty	258	275	T6	relative velocity	"{""HasQuantity"": ""T4""}"
S0019103512003995-1237	3	Quantity	388	399	T7	12.3 km s−1	"{""unit"": ""km s\u22121"", ""mods"": []}"
S0019103512003995-1237	3	MeasuredProperty	332	358	T9	effective thermal velocity	"{""HasQuantity"": ""T7""}"
S0019103512003995-1237	4	Quantity	607	613	T10	17,500	"{""unit"": """", ""mods"": [""IsCount""]}"
S0019103512003995-1237	4	MeasuredEntity	580	599	T11	spectral resolution	"{""HasQuantity"": ""T10""}"
S0019103512003995-1237	4	MeasuredProperty	603	604	T12	R	"{""HasQuantity"": ""T10""}"
