docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383911001669-1203	1	Quantity	395	401	T1	1.3 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-1203	1	Quantity	426	433	T3	0.072 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	Quantity	451	458	T5	0.772 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	Quantity	476	483	T7	1.567 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-1203	1	MeasuredEntity	402	418	T2	sand-rough beach	"{""HasQuantity"": ""T1""}"
S0378383911001669-1203	1	MeasuredEntity	422	423	T4	x	"{""HasQuantity"": ""T3""}"
S0378383911001669-1203	1	MeasuredEntity	422	423	T6	x	"{""HasQuantity"": ""T5""}"
S0378383911001669-1203	1	MeasuredEntity	422	423	T8	x	"{""HasQuantity"": ""T7""}"
S0378383911001669-1203	2	Quantity	518	524	T9	8.4 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-1203	2	MeasuredEntity	525	543	T10	gravel-rough beach	"{""HasQuantity"": ""T9""}"
