docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0257897213007573-959	1	Quantity	329	336	T1	0.22 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	1	MeasuredProperty	262	283	T3	surface roughness RMS	"{""HasQuantity"": ""T1""}"
S0257897213007573-959	2	Quantity	871	877	T4	100 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	2	MeasuredEntity	855	864	T5	nanopores	"{""HasQuantity"": ""T4""}"
S0257897213007573-959	2	MeasuredProperty	881	886	T6	width	"{""HasQuantity"": ""T4""}"
S0257897213007573-959	3	Quantity	1058	1065	T7	1.46 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	3	MeasuredEntity	1105	1114	T8	CDC layer	"{""HasQuantity"": ""T7""}"
S0257897213007573-959	3	MeasuredProperty	1037	1054	T9	surface roughness	"{""HasQuantity"": ""T7""}"
S0257897213007573-959	4	Quantity	1554	1558	T10	3 μm	"{""unit"": ""\u03bcm"", ""mods"": [""IsApproximate""]}"
S0257897213007573-959	4	MeasuredEntity	1514	1530	T11	carbon particles	"{""HasQuantity"": ""T10""}"
S0257897213007573-959	4	MeasuredProperty	1562	1570	T12	diameter	"{""HasQuantity"": ""T10""}"
S0257897213007573-959	5	Quantity	1628	1636	T13	54.68 nm	"{""unit"": ""nm"", ""mods"": []}"
S0257897213007573-959	5	MeasuredEntity	1580	1587	T14	surface	"{""HasQuantity"": ""T13""}"
