docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-3207	1	Quantity	343	346	T1	89%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S016412121300188X-3207	1	MeasuredEntity	354	370	T2	programs studied	"{""HasQuantity"": ""T1""}"
S016412121300188X-3207	2	Quantity	425	428	T4	10%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S016412121300188X-3207	2	MeasuredEntity	444	464	T5	program's statements	"{""HasQuantity"": ""T4""}"
S016412121300188X-3207	2	MeasuredProperty	394	412	T6	dependence cluster	"{""HasQuantity"": ""T4""}"
S016412121300188X-3207	3	Quantity	511	517	T7	20KLoC	"{""unit"": ""KLoC"", ""mods"": [""IsMean""]}"
S016412121300188X-3207	3	MeasuredEntity	490	506	T8	programs studied	"{""HasQuantity"": ""T7""}"
S016412121300188X-3207	3	MeasuredProperty	470	482	T9	average size	"{""HasQuantity"": ""T7""}"
S016412121300188X-3207	4	Quantity	640	643	T10	40%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S016412121300188X-3207	4	MeasuredEntity	651	659	T11	programs	"{""HasQuantity"": ""T10""}"
S016412121300188X-3207	4	MeasuredProperty	660	723	T12	had a dependence cluster that consumed over half of the program	"{""HasQuantity"": ""T10""}"
