docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-2578	1	Quantity	85	90	T1	30 cm	"{""unit"": ""cm""}"
S0038071711004354-2578	1	MeasuredEntity	98	110	T2	soil profile	"{""HasQuantity"": ""T1""}"
S0038071711004354-2578	2	Quantity	135	138	T4	13C	"{""unit"": ""13C""}"
S0038071711004354-2578	2	MeasuredEntity	98	102	T5	soil	"{""HasQuantity"": ""T4""}"
S0038071711004354-2578	2	MeasuredProperty	134	140	T6	δ13CRs	"{""HasQuantity"": ""T4""}"
S0038071711004354-2578	3	Quantity	330	335	T7	13CO2	"{""unit"": ""13CO2""}"
S0038071711004354-2578	3	MeasuredEntity	285	289	T8	soil	"{""HasQuantity"": ""T7""}"
S0038071711004354-2578	3	MeasuredProperty	336	345	T9	abundance	"{""HasQuantity"": ""T7""}"
S0038071711004354-2578	4	Quantity	135	138	T10	13C	"{""unit"": ""13C""}"
S0038071711004354-2578	5	Quantity	43	46	T13	CO2	"{""unit"": ""CO2""}"
S0038071711004354-2578	5	MeasuredEntity	98	102	T14	soil	"{""HasQuantity"": ""T13""}"
S0038071711004354-2578	6	Quantity	43	46	T16	CO2	"{""unit"": ""CO2""}"
S0038071711004354-2578	7	Quantity	43	46	T19	CO2	"{""unit"": ""CO2""}"
S0038071711004354-2578	7	MeasuredEntity	98	102	T20	soil	"{""HasQuantity"": ""T19""}"
S0038071711004354-2578	8	Quantity	135	138	T22	13C	"{""unit"": ""13C""}"
