docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-990	1	Quantity	107	128	T1	39% of total variance	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0012821X12004384-990	1	Quantity	137	158	T4	17% of total variance	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0012821X12004384-990	1	MeasuredEntity	100	106	T2	axis 1	"{""HasQuantity"": ""T1""}"
S0012821X12004384-990	1	MeasuredProperty	120	128	T3	variance	"{""HasQuantity"": ""T1""}"
S0012821X12004384-990	1	MeasuredEntity	130	136	T5	axis 2	"{""HasQuantity"": ""T4""}"
S0012821X12004384-990	1	MeasuredProperty	120	128	T6	variance	"{""HasQuantity"": ""T4""}"
S0012821X12004384-990	2	Quantity	220	241	T7	31% of total variance	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0012821X12004384-990	2	Quantity	250	271	T10	11% of total variance	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0012821X12004384-990	2	MeasuredEntity	213	219	T8	axis 1	"{""HasQuantity"": ""T7""}"
S0012821X12004384-990	2	MeasuredProperty	150	158	T9	variance	"{""HasQuantity"": ""T7""}"
S0012821X12004384-990	2	MeasuredEntity	243	249	T11	axis 2	"{""HasQuantity"": ""T10""}"
S0012821X12004384-990	2	MeasuredProperty	150	158	T12	variance	"{""HasQuantity"": ""T10""}"
S0012821X12004384-990	3	Quantity	552	561	T13	2619.60 m	"{""unit"": ""m""}"
S0012821X12004384-990	3	Quantity	566	575	T15	2614.71 m	"{""unit"": ""m""}"
