docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213001253-2583	1	Quantity	2647	2659	T1	4 × 4 × 5 mm	"{""unit"": ""mm"", ""mods"": [""IsList""]}"
S2213158213001253-2583	1	MeasuredEntity	2635	2645	T2	fMRI scans	"{""HasQuantity"": ""T1""}"
S2213158213001253-2583	1	MeasuredProperty	2617	2627	T3	resolution	"{""HasQuantity"": ""T1""}"
S2213158213001253-2583	2	Quantity	1322	1344	T7	severely to profoundly	"{""mods"": [""IsRange""]}"
S2213158213001253-2583	2	Qualifier	1310	1321	T4	bilaterally	"{""Qualifies"": ""T5""}"
S2213158213001253-2583	2	MeasuredEntity	1292	1304	T5	participants	"{""HasProperty"": ""T6""}"
S2213158213001253-2583	2	MeasuredProperty	1345	1361	T6	hearing impaired	"{""HasQuantity"": ""T7""}"
S2213158213001253-2583	3	Quantity	1423	1430	T10	present	"{""mods"": [""IsCount""]}"
S2213158213001253-2583	3	MeasuredEntity	1434	1456	T8	components A, B, and F	"{""HasProperty"": ""T9""}"
S2213158213001253-2583	3	MeasuredProperty	1374	1422	T9	left dominant auditory/language related activity	"{""HasQuantity"": ""T10""}"
S2213158213001253-2583	4	Quantity	1423	1430	T12	present	"{""mods"": [""IsCount""]}"
S2213158213001253-2583	4	MeasuredEntity	1471	1489	T10	components H and I	"{""HasProperty"": ""T11""}"
S2213158213001253-2583	5	Quantity	1423	1430	T15	present	"{""mods"": [""IsCount""]}"
S2213158213001253-2583	6	Quantity	2387	2484	T18	including the cochlear nucleus, trapezoid body, lateral lemniscus and superior olive on the right	"{""mods"": [""IsList""]}"
S2213158213001253-2583	6	MeasuredProperty	2321	2382	T17	key elements of the auditory pathway at the level of the pons	"{""HasQuantity"": ""T18""}"
S2213158213001253-2583	7	Quantity	1423	1430	T20	present	"{""mods"": [""IsList""]}"
S2213158213001253-2583	8	Quantity	1423	1430	T22	present	"{""mods"": [""IsCount""]}"
