docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-2841	1	Quantity	216	225	T1	π/640 m−1	"{""unit"": ""m^-1""}"
S0960148113004989-2841	1	MeasuredEntity	167	168	T2	k	"{""HasQuantity"": ""T1""}"
S0960148113004989-2841	2	Quantity	232	235	T2	2 m	"{""unit"": ""m""}"
S0960148113004989-2841	2	MeasuredEntity	157	159	T3	η0	"{""HasQuantity"": ""T2""}"
S0960148113004989-2841	3	Quantity	241	245	T3	50 m	"{""unit"": ""m""}"
S0960148113004989-2841	3	MeasuredEntity	160	161	T4	H	"{""HasQuantity"": ""T3""}"
S0960148113004989-2841	7	Quantity	286	296	T7	9.81 m s−2	"{""unit"": ""m s^-2""}"
S0960148113004989-2841	7	MeasuredEntity	201	202	T8	g	"{""HasQuantity"": ""T7""}"
S0960148113004989-2841	8	Quantity	319	326	T8	π/(gHk)	"{""unit"": ""s"", ""mods"": [""IsApproximate""]}"
S0960148113004989-2841	8	MeasuredEntity	317	318	T9	T	"{""HasQuantity"": ""T8""}"
S0960148113004989-2841	8	MeasuredProperty	303	313	T10	final time	"{""HasQuantity"": ""T8""}"
S0960148113004989-2841	10	Quantity	218	223	T10	640 m	"{""unit"": ""m""}"
S0960148113004989-2841	11	Quantity	445	450	T11	320 m	"{""unit"": ""m""}"
S0960148113004989-2841	11	MeasuredEntity	377	399	T12	computational domain Ω	"{""HasQuantity"": ""T11""}"
