docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032063312000487-1141	1	Quantity	439	442	T1	77%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	1	MeasuredEntity	450	459	T2	crossings	"{""HasQuantity"": ""T1""}"
S0032063312000487-1141	1	MeasuredProperty	468	488	T3	tailward propagation	"{""HasQuantity"": ""T1""}"
S0032063312000487-1141	2	Quantity	439	442	T4	77%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	2	MeasuredEntity	512	531	T5	dawn side crossings	"{""HasQuantity"": ""T4""}"
S0032063312000487-1141	2	MeasuredProperty	468	488	T6	tailward propagation	"{""HasQuantity"": ""T4""}"
S0032063312000487-1141	3	Quantity	536	539	T7	76%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	3	MeasuredEntity	547	566	T8	dusk side crossings	"{""HasQuantity"": ""T7""}"
S0032063312000487-1141	3	MeasuredProperty	468	488	T9	tailward propagation	"{""HasQuantity"": ""T7""}"
S0032063312000487-1141	4	Quantity	872	875	T10	89%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	4	MeasuredEntity	820	851	T11	crossings associated with waves	"{""HasQuantity"": ""T10""}"
S0032063312000487-1141	4	MeasuredProperty	901	921	T12	tailward propagation	"{""HasQuantity"": ""T10""}"
S0032063312000487-1141	5	Quantity	934	937	T13	94%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	5	MeasuredEntity	945	964	T14	dawn side crossings	"{""HasQuantity"": ""T13""}"
S0032063312000487-1141	5	MeasuredProperty	901	921	T15	tailward propagation	"{""HasQuantity"": ""T13""}"
S0032063312000487-1141	6	Quantity	969	972	T16	86%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312000487-1141	6	MeasuredEntity	980	999	T17	dusk side crossings	"{""HasQuantity"": ""T16""}"
S0032063312000487-1141	6	MeasuredProperty	901	921	T18	tailward propagation	"{""HasQuantity"": ""T16""}"
