docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13007309-1649	1	Quantity	460	464	T1	0.5‰	"{""unit"": ""\u2030"", ""mods"": []}"
S0012821X13007309-1649	1	MeasuredProperty	470	484	T3	negative shift	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1649	2	Quantity	510	512	T2	4‰	"{""unit"": ""\u2030"", ""mods"": []}"
S0012821X13007309-1649	2	MeasuredProperty	513	531	T5	positive excursion	"{""HasQuantity"": ""T2""}"
S0012821X13007309-1649	3	Quantity	533	548	T3	−27.7 to −23.7‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1649	4	Quantity	651	654	T4	2 m	"{""unit"": ""m""}"
S0012821X13007309-1649	4	MeasuredEntity	658	697	T8	finely interbedded shales and mudstones	"{""HasQuantity"": ""T4""}"
S0012821X13007309-1649	5	Quantity	755	771	T5	−23.5‰ to −27.5‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1649	5	MeasuredEntity	721	735	T10	δ13Corg values	"{""HasQuantity"": ""T5""}"
S0012821X13007309-1649	6	Quantity	817	829	T6	1035.75 mbsf	"{""unit"": ""mbsf""}"
S0012821X13007309-1649	6	MeasuredEntity	777	795	T12	maximum enrichment	"{""HasQuantity"": ""T6""}"
S0012821X13007309-1649	7	Quantity	832	838	T7	3.52 m	"{""unit"": ""m""}"
S0012821X13007309-1649	7	MeasuredEntity	844	849	T14	OAE 2	"{""HasQuantity"": ""T7""}"
