docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1398	1	Quantity	15	20	T1	50 ms	"{""unit"": ""ms"", ""mods"": [""IsApproximate""]}"
S2213158213000582-1398	1	MeasuredEntity	21	31	T2	group maps	"{""HasQuantity"": ""T1""}"
S2213158213000582-1398	2	Quantity	56	62	T3	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	2	MeasuredEntity	33	52	T4	group contrast maps	"{""HasQuantity"": ""T3""}"
S2213158213000582-1398	3	Quantity	56	62	T5	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	3	MeasuredEntity	79	96	T6	group differences	"{""HasQuantity"": ""T5""}"
S2213158213000582-1398	4	Quantity	56	62	T8	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	5	Quantity	56	62	T11	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	6	Quantity	56	62	T14	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	7	Quantity	56	62	T17	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	8	Quantity	56	62	T20	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	9	Quantity	56	62	T23	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	10	Quantity	56	62	T26	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	11	Quantity	56	62	T29	100 ms	"{""unit"": ""ms""}"
