docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S037842901300244X-1427	1	Quantity	820	851	T1	51%/1% lower Striga infestation	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	1	MeasuredEntity	833	851	T2	Striga infestation	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	1	MeasuredProperty	865	911	T3	area under Striga number progress curve, ASNPC	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	2	Quantity	914	950	T4	46%/62% lower downy mildew incidence	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	2	MeasuredEntity	928	950	T5	downy mildew incidence	"{""HasQuantity"": ""T4""}"
S037842901300244X-1427	2	MeasuredProperty	941	950	T6	incidence	"{""HasQuantity"": ""T4""}"
S037842901300244X-1427	3	Quantity	956	984	T7	49%/31% higher panicle yield	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	3	MeasuredEntity	971	984	T8	panicle yield	"{""HasQuantity"": ""T7""}"
S037842901300244X-1427	3	MeasuredProperty	979	984	T9	yield	"{""HasQuantity"": ""T7""}"
S037842901300244X-1427	4	Quantity	1312	1325	T10	76% (Cinzana)	"{""unit"": ""%""}"
S037842901300244X-1427	4	MeasuredEntity	1284	1308	T11	operative heritabilities	"{""HasQuantity"": ""T10""}"
S037842901300244X-1427	4	MeasuredProperty	1380	1385	T12	ASNPC	"{""HasQuantity"": ""T10""}"
S037842901300244X-1427	4	Qualifier	1316	1325	T13	(Cinzana)	"{""Qualifies"": ""T10""}"
S037842901300244X-1427	5	Quantity	1327	1339	T14	84% (Sadoré)	"{""unit"": ""%""}"
S037842901300244X-1427	5	MeasuredEntity	1284	1308	T15	operative heritabilities	"{""HasQuantity"": ""T14""}"
S037842901300244X-1427	5	MeasuredProperty	1380	1385	T16	ASNPC	"{""HasQuantity"": ""T14""}"
S037842901300244X-1427	5	Qualifier	1331	1339	T17	(Sadoré)	"{""Qualifies"": ""T14""}"
S037842901300244X-1427	6	Quantity	1344	1375	T18	34% (combined across locations)	"{""unit"": ""%""}"
S037842901300244X-1427	6	MeasuredEntity	1284	1308	T19	operative heritabilities	"{""HasQuantity"": ""T18""}"
S037842901300244X-1427	6	MeasuredProperty	1380	1385	T20	ASNPC	"{""HasQuantity"": ""T18""}"
S037842901300244X-1427	6	Qualifier	1348	1375	T21	(combined across locations)	"{""Qualifies"": ""T18""}"
