docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S175058361300203X-1240	1	Quantity	496	503	T1	6.2 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	1	Quantity	508	513	T2	34 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	1	MeasuredEntity	427	435	T3	pressure	"{""HasQuantity"": ""T1""}"
S175058361300203X-1240	1	MeasuredEntity	440	451	T4	temperature	"{""HasQuantity"": ""T2""}"
S175058361300203X-1240	1	MeasuredEntity	459	476	T5	injection horizon	"{""HasProperty"": ""T4""}"
S175058361300203X-1240	2	Quantity	710	718	T6	7.73 MPa	"{""unit"": ""MPa"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	2	Quantity	723	728	T7	38 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	2	MeasuredEntity	653	661	T8	pressure	"{""HasQuantity"": ""T6""}"
S175058361300203X-1240	2	MeasuredEntity	666	677	T9	temperature	"{""HasQuantity"": ""T7""}"
S175058361300203X-1240	2	MeasuredEntity	751	778	T10	injection well Ktzi201/2007	"{""HasProperty"": ""T9""}"
S175058361300203X-1240	2	MeasuredEntity	786	801	T11	injection depth	"{""HasProperty"": ""T9""}"
S175058361300203X-1240	3	Quantity	1105	1114	T12	260 kg/m3	"{""unit"": ""kg/m3"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	3	MeasuredEntity	1082	1093	T13	CO2 density	"{""HasQuantity"": ""T12""}"
S175058361300203X-1240	3	MeasuredEntity	1122	1137	T14	injection point	"{""HasProperty"": ""T13""}"
S175058361300203X-1240	3	MeasuredEntity	1139	1144	T15	38 °C	"{""HasProperty"": ""T13""}"
S175058361300203X-1240	4	Quantity	1182	1191	T17	320 kg/m3	"{""unit"": ""kg/m3"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1240	4	MeasuredEntity	1082	1093	T18	CO2 density	"{""HasQuantity"": ""T17""}"
S175058361300203X-1240	4	MeasuredEntity	1199	1229	T19	more distant part of the plume	"{""HasProperty"": ""T18""}"
S175058361300203X-1240	4	MeasuredEntity	1244	1263	T20	ambient temperature	"{""HasProperty"": ""T18""}"
S175058361300203X-1240	4	MeasuredEntity	1265	1270	T21	34 °C	"{""HasProperty"": ""T20""}"
