docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213001253-2433	1	Quantity	319	323	T1	0.90	"{""unit"": """", ""mods"": [""IsMean""]}"
S2213158213001253-2433	1	MeasuredEntity	268	287	T2	combined classifier	"{""HasQuantity"": ""T1""}"
S2213158213001253-2433	1	MeasuredProperty	296	299	T3	AUC	"{""HasQuantity"": ""T1""}"
S2213158213001253-2433	2	Quantity	328	332	T4	0.89	"{""unit"": """", ""mods"": [""IsMean""]}"
S2213158213001253-2433	2	MeasuredEntity	268	287	T5	combined classifier	"{""HasQuantity"": ""T4""}"
S2213158213001253-2433	2	MeasuredProperty	304	307	T6	EER	"{""HasQuantity"": ""T4""}"
S2213158213001253-2433	3	Quantity	555	559	T7	100%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S2213158213001253-2433	3	MeasuredProperty	560	578	T9	true positive rate	"{""HasQuantity"": ""T7""}"
S2213158213001253-2433	4	Quantity	555	559	T10	100%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S2213158213001253-2433	4	MeasuredProperty	593	612	T12	false positive rate	"{""HasQuantity"": ""T10""}"
S2213158213001253-2433	5	Quantity	557	559	T13	0%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S2213158213001253-2433	5	MeasuredProperty	593	612	T15	false positive rate	"{""HasQuantity"": ""T13""}"
S2213158213001253-2433	6	Quantity	557	559	T16	0%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S2213158213001253-2433	6	MeasuredProperty	560	578	T18	true positive rate	"{""HasQuantity"": ""T16""}"
