docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032063312003054-2458	1	Quantity	190	195	T1	43.0%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312003054-2458	1	MeasuredEntity	199	209	T2	MEX orbits	"{""HasQuantity"": ""T1""}"
S0032063312003054-2458	1	MeasuredProperty	153	186	T3	electron precipitation signatures	"{""HasQuantity"": ""T1""}"
S0032063312003054-2458	2	Quantity	303	307	T2	∼70%	"{""unit"": ""%"", ""mods"": [""IsApproximate"", ""IsMean""]}"
S0032063312003054-2458	2	MeasuredEntity	345	355	T3	MEX orbits	"{""HasQuantity"": ""T2""}"
S0032063312003054-2458	2	MeasuredProperty	223	294	T4	signatures of unaccelerated electron precipitation from electron spikes	"{""HasQuantity"": ""T2""}"
S0032063312003054-2458	3	Quantity	336	341	T4	29.8%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312003054-2458	3	MeasuredEntity	345	355	T5	MEX orbits	"{""HasQuantity"": ""T4""}"
S0032063312003054-2458	4	Quantity	337	341	T5	9.8%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312003054-2458	4	MeasuredEntity	345	355	T6	MEX orbits	"{""HasQuantity"": ""T5""}"
S0032063312003054-2458	5	Quantity	580	584	T6	3.4%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0032063312003054-2458	5	MeasuredEntity	588	598	T7	MEX orbits	"{""HasQuantity"": ""T6""}"
